id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
80051,63176,2026-01-25,324000,3,,324
80057,56366,2025-03-26,57000,7,,
,,,329000,7,No disponible,329
80061,56580,2025-01-27,6660000,9,,1332
80063,56580,2025-01-10,738000,9,,738
80068,65166,2026-04-14,404000,4,No disponible,404
80081,61841,2025-06-27,1184000,8,No disponible,1184
80082,61841,2025-01-30,608000,8,,608
80083,61841,2025-09-24,704000,8,No disponible,-704
80089,58839,2025-01-17,20000,1,,
80107,59417,2026-06-15,368000,4,No disponible,-368
,59417,2025-10-26,120000,4,No disponible,120
,62627,2025-01-05,404000,,No disponible,101
,62627,2025-07-17,80000,1,No disponible,80
80145,63681,2025-06-18,35000,5,No disponible,35
,65685,2025-02-10,-434000,7,No disponible,434
,65685,2025-12-18,315000,7,No disponible,105
80126,65685,2026-06-18,140000,7,,140
80128,58382,2025-05-11,,4,No disponible,1556
80131,63625,2025-01-07,297000,9,,297
80135,63625,2025-07-22,360000,9,,360
80136,,2025-03-31,441000,9,,441
,59052,2025-07-14,70000,10,No disponible,70
80141,63681,2025-03-16,390000,5,No disponible,390
80142,63681,,721000,5,No disponible,515
80143,63681,2025-03-18,480000,5,No disponible,480
80144,63681,2025-04-07,205000,5,No disponible,205
,63681,2025-06-14,375000,,No disponible,375
80147,63681,,445000,5,No disponible,
80148,63681,2025-03-31,455000,5,No disponible,455
80149,63681,2025-05-24,1895000,5,No disponible,1895
80150,63681,2025-01-21,303000,5,No disponible,505
80151,63681,2025-02-26,280000,5,No disponible,280
,63681,2025-01-14,,5,No disponible,-375
,65955,2025-01-05,1197000,7,No disponible,-1197
80159,65955,2025-06-18,63000,7,No disponible,-63
80163,64374,2026-03-21,-90000,9,No disponible,90
80169,59415,2026-05-13,975000,5,No disponible,-975
80179,63890,2025-08-01,-730000,2,No disponible,730
,63890,2025-02-06,121000,2,No disponible,-242
80181,61765,2025-08-03,1305000,,No disponible,1305
80192,63574,2025-02-16,740000,,No disponible,740
80193,63574,2025-01-31,840000,10,No disponible,-840
80194,63574,2025-01-05,830000,10,No disponible,830
80197,61969,2025-07-30,-350000,7,No disponible,350
80198,61969,2025-07-31,581000,7,,581
80200,59029,2025-04-16,,9,No disponible,1512
80204,58664,2025-06-03,,,No disponible,-200
80208,63810,2025-07-13,190000,9,No disponible,342
80209,63810,2025-12-06,126000,9,No disponible,126
80210,63810,2025-04-11,396000,9,No disponible,396
80211,63810,2025-05-21,819000,9,No disponible,819
80212,63810,2025-05-12,558000,9,No disponible,558
,61193,2025-04-30,558000,3,No disponible,558
,61193,2025-05-19,1296000,3,No disponible,324
,59772,2026-03-31,497000,7,No disponible,497
80228,59772,2025-06-19,903000,7,,903
,59772,2025-08-22,273000,7,No disponible,273
80235,62247,2025-01-19,,4,,212
80243,62247,2026-01-21,116000,4,,116
80244,,2025-04-07,100000,4,,100
,62247,2025-07-03,56000,4,No disponible,56
80246,62247,2025-10-24,204000,4,,204
80251,62247,2025-11-07,212000,4,,212
80253,58878,2025-07-12,1233000,9,,1233
80254,58878,2025-02-14,52000,9,No disponible,-117
,58878,2025-02-11,363000,9,No disponible,1089
80260,58878,2025-11-03,261000,9,,261
80264,61839,2026-09-17,-360000,2,No disponible,90
80272,56067,2025-03-08,189000,3,No disponible,-189
,56969,2025-04-20,238000,7,No disponible,238
,66323,2025-04-27,,2,,202
80285,63089,2025-02-26,585000,9,No disponible,585
80286,63089,2025-01-29,423000,,No disponible,423
80287,63089,2025-03-12,357000,9,No disponible,459
80289,63089,2025-02-01,612000,9,No disponible,612
80291,63089,2025-03-27,441000,9,No disponible,441
80292,63089,2025-01-18,828000,9,No disponible,828
80293,63089,2025-02-02,216000,9,No disponible,216
80294,63089,2025-02-01,936000,9,No disponible,936
80295,63089,2025-03-02,,9,No disponible,810
80296,63089,2025-02-25,324000,9,No disponible,324
80297,,2025-11-30,-1976000,8,No disponible,1976
80298,60015,2026-02-11,-245000,8,No disponible,280
80300,60015,2025-06-29,-528000,8,No disponible,-528
80303,60015,2026-01-23,640000,8,,640
80307,62800,2025-03-07,676000,4,No disponible,-676
80308,62800,2025-04-02,148000,4,,592
80309,62800,2025-02-23,-196000,4,No disponible,-196
,57280,2025-09-10,276000,2,No disponible,276
,63542,2025-11-29,805000,7,No disponible,805
,65308,2025-04-14,178000,2,No disponible,-178
,64828,2025-01-30,500000,5,No disponible,500
,59037,2025-06-28,385000,,No disponible,-385
80334,61171,2025-02-11,,1,,
80339,65552,2025-03-22,2320000,10,No disponible,2320
80340,65552,2025-05-09,-264000,10,No disponible,660
80341,65552,,540000,10,No disponible,540
80343,65552,2025-03-19,360000,10,No disponible,360
80344,61235,2026-04-20,351000,3,No disponible,351
80345,61235,2025-10-21,1248000,3,No disponible,312
80346,,2025-08-10,75000,3,,75
80347,61235,2026-01-16,78000,3,No disponible,78
80348,61235,2025-12-06,123000,3,No disponible,123
80349,61235,2025-02-22,1089000,,No disponible,1089
80350,61235,2025-07-30,268000,3,No disponible,201
,61235,2026-03-24,42000,3,No disponible,42
80352,61235,2025-05-16,222000,3,No disponible,222
80353,61235,,102000,3,No disponible,102
80354,61235,2025-10-10,1275000,3,No disponible,1275
80355,61235,2025-03-19,1152000,3,No disponible,384
80356,61235,2025-04-08,210000,3,No disponible,210
80357,61235,2025-12-15,102000,3,No disponible,102
,61852,2025-02-12,470000,5,No disponible,470
80377,58400,2025-07-24,670000,2,,670
,60152,2025-02-19,58000,9,No disponible,522
80385,55878,2025-01-21,316000,4,No disponible,316
80386,55878,2025-01-28,66000,4,No disponible,132
80387,55878,2025-01-16,108000,4,No disponible,
80388,55878,2025-01-30,1600000,,No disponible,1600
80390,55878,2025-02-01,244000,4,No disponible,488
80392,57035,2025-01-25,888000,,No disponible,888
80393,57035,2025-02-05,690000,6,No disponible,690
80394,57035,2025-05-13,804000,6,No disponible,804
,61127,2026-06-15,330000,5,No disponible,330
80399,55814,2025-01-22,588000,4,No disponible,
80400,55814,2025-01-17,219000,4,,292
80401,55814,2025-01-21,88000,4,No disponible,88
80402,55814,2025-01-25,396000,4,No disponible,396
80403,55814,2025-01-16,512000,4,No disponible,512
,55814,2025-01-22,1440000,4,No disponible,-240
80405,55814,2025-01-20,88000,4,No disponible,-88
80406,55814,2025-01-29,104000,4,No disponible,104
80407,55814,2025-01-14,52000,4,No disponible,52
80408,55814,2025-01-14,104000,,No disponible,104
80409,55814,2025-01-11,56000,4,No disponible,56
80412,63974,2025-01-04,469000,7,,469
80418,58851,2025-05-26,246000,2,No disponible,246
80419,58851,2025-06-24,378000,2,No disponible,378
80420,58851,2025-03-11,600000,2,No disponible,300
80421,58851,2025-01-12,16000,2,No disponible,16
80425,63249,2026-06-08,318000,6,No disponible,-318
,63249,2026-06-21,60000,6,No disponible,60
,63249,2026-07-09,516000,6,No disponible,516
80433,63249,2025-11-18,-1374000,6,No disponible,1374
80434,61269,2025-12-15,184000,1,No disponible,184
80435,61269,2025-01-31,105000,1,No disponible,105
80438,61269,2025-06-16,73000,1,No disponible,73
,61269,2025-01-03,70000,1,No disponible,70
80440,61648,2026-04-14,528000,8,No disponible,528
80441,61648,2025-06-13,1472000,,No disponible,
80442,61648,2025-04-08,5280000,8,No disponible,1056
80443,61648,2025-11-09,760000,8,No disponible,
80444,61648,2025-10-27,216000,8,No disponible,216
,61648,2025-06-22,344000,8,No disponible,344
80446,61648,2026-01-30,520000,8,No disponible,520
80447,64645,2025-06-03,293000,1,No disponible,293
80448,64821,2025-01-01,1304000,,,1304
80450,64821,2025-01-06,-496000,8,,496
,64821,2025-01-05,648000,8,No disponible,648
,61842,2025-01-15,1980000,10,No disponible,1980
80458,61842,2025-01-23,-496000,10,No disponible,1240
80463,60950,2025-07-29,280000,4,No disponible,280
80464,60950,2025-10-21,716000,4,No disponible,-716
80465,60950,2026-03-05,720000,4,No disponible,720
80466,65043,2025-01-07,278000,2,No disponible,278
80467,65043,2025-01-04,484000,2,No disponible,484
80468,65043,2025-01-05,180000,2,No disponible,60
80469,65043,2025-01-09,-76000,2,No disponible,76
80470,65043,2025-01-02,78000,2,No disponible,78
80471,65043,,714000,2,No disponible,714
80472,66176,2025-09-21,128000,1,No disponible,128
80473,66176,,96000,1,No disponible,24
,,,,,,
,,,,,,
,66176,2025-07-10,77000,1,No disponible,77
80475,66176,2025-11-21,62000,1,No disponible,62
80476,66176,,26000,1,No disponible,-26
80477,66176,2025-04-29,62000,1,No disponible,
80483,65341,2025-09-27,462000,6,,462
80485,65341,2025-07-29,534000,6,,534
80486,65341,2025-07-25,,6,,264
,65341,2025-08-12,3864000,6,No disponible,552
80500,58460,2026-04-10,192000,3,,192
80509,64820,2025-03-02,292000,1,No disponible,73
,64820,2025-12-18,35000,1,No disponible,35
80511,64820,2025-03-06,-95000,1,No disponible,95
80512,64820,2025-02-21,41000,1,No disponible,41
80513,64820,2025-03-30,175000,1,No disponible,175
80514,64820,2026-02-07,312000,1,No disponible,78
80515,64820,2026-02-18,51000,1,No disponible,51
80516,64820,2025-07-12,-94000,,No disponible,94
80517,64820,2026-06-23,31000,1,No disponible,
80518,64820,2025-07-09,95000,1,No disponible,-95
80521,55639,2025-07-16,242000,,,242
80522,58523,2025-03-06,-390000,2,No disponible,390
80524,58523,2025-07-18,136000,2,,136
80525,64085,2025-01-24,224000,7,No disponible,-224
80526,64085,2025-02-08,903000,7,No disponible,903
80527,64085,2025-02-06,1729000,7,No disponible,
80528,64085,2025-03-11,122000,7,No disponible,854
80530,64085,2025-01-11,1148000,7,No disponible,574
80531,64085,2025-02-09,630000,7,No disponible,630
80532,60726,2025-09-05,603000,3,No disponible,-603
80534,65576,2025-05-12,576000,6,No disponible,576
80535,65576,2025-02-13,420000,6,No disponible,420
80536,65576,2025-01-04,-576000,,No disponible,192
80537,65576,2025-01-02,198000,6,No disponible,198
80538,65576,2025-06-01,,6,,234
80539,65576,2025-02-22,204000,6,No disponible,-204
80540,65576,,910000,6,No disponible,780
80541,65576,2025-04-28,-198000,6,,198
80542,65576,2025-02-03,264000,6,No disponible,264
80543,65576,,414000,6,No disponible,414
80544,65576,,258000,6,No disponible,258
80545,65576,2025-05-11,276000,6,No disponible,276
80546,65576,2025-05-01,120000,6,No disponible,120
80552,61358,2025-08-12,366000,6,No disponible,366
80553,61358,2025-04-09,672000,6,No disponible,672
80554,61358,2025-09-26,118000,6,No disponible,708
80555,61126,2025-01-19,126000,6,No disponible,126
80556,61126,2025-04-02,1134000,6,,
,61126,2025-04-18,,,No disponible,180
80558,61126,2025-04-14,444000,6,No disponible,-444
80559,61126,2025-01-14,486000,6,No disponible,486
80560,61126,2025-02-13,-120000,6,No disponible,120
80561,61126,2025-02-16,276000,6,No disponible,276
80562,61126,2025-02-11,84000,6,No disponible,84
80563,61126,2025-01-17,372000,6,No disponible,744
80564,61126,2025-03-26,174000,,No disponible,174
80565,61126,2025-03-05,36000,6,No disponible,36
80566,59365,2025-01-21,530000,,No disponible,530
80568,59365,2025-01-03,-865000,5,No disponible,865
80569,59365,2025-01-26,220000,5,,220
80570,59365,2025-01-24,-20000,5,No disponible,25
80571,59365,2025-01-16,500000,5,No disponible,500
80572,59365,2025-01-31,370000,5,No disponible,370
,,2025-01-29,210000,5,No disponible,210
80580,58921,2025-04-01,-630000,,No disponible,-630
,58921,2025-03-31,-930000,10,No disponible,930
80590,61334,2025-04-05,900000,9,,900
,55976,2025-02-10,-616000,2,No disponible,616
80595,,2025-03-03,402000,5,,335
80596,56854,2025-03-27,-195000,5,No disponible,195
80609,60566,2025-05-27,,2,No disponible,-230
80612,65418,,1220000,10,No disponible,1220
80613,65418,2025-01-26,,10,No disponible,60
80614,65418,2025-03-18,500000,10,No disponible,500
80615,65418,2025-09-27,200000,10,No disponible,200
80616,65418,2025-11-13,610000,10,No disponible,610
80617,65418,2025-03-12,420000,10,No disponible,420
80618,65418,2025-08-16,1990000,10,No disponible,1990
,65418,2025-01-09,6750000,10,No disponible,1350
80620,65418,,630000,10,No disponible,630
80621,65418,2025-09-06,810000,10,No disponible,810
80622,65418,,470000,,No disponible,470
80623,65418,2026-05-17,920000,10,No disponible,920
,61908,2025-01-23,126000,2,No disponible,126
80637,61008,2025-05-02,1048000,2,,262
80644,61008,2025-01-14,-128000,2,No disponible,128
80650,59776,2026-01-28,,8,No disponible,1160
80651,59776,2025-06-04,142000,8,No disponible,568
80652,59776,2025-10-25,216000,8,No disponible,216
80658,61849,2025-02-02,54000,6,,54
,61849,2025-05-02,330000,6,No disponible,
80662,61849,2025-01-02,,6,No disponible,-84
80664,61849,2025-01-10,-192000,6,No disponible,192
80667,61849,2025-03-02,,6,No disponible,-126
80671,61703,2025-03-05,1230000,6,,246
80672,61703,2025-02-02,198000,6,No disponible,-198
80677,61430,2025-03-21,736000,8,No disponible,736
80678,61430,2025-11-17,616000,8,No disponible,704
80679,61430,2025-10-06,,8,No disponible,232
80680,61430,2026-02-17,192000,8,No disponible,192
80681,61430,,440000,8,No disponible,440
80682,61430,2025-08-17,608000,8,No disponible,608
80683,61430,2025-08-20,352000,8,No disponible,
80684,61430,2025-11-04,280000,8,No disponible,280
80685,61430,2025-08-31,2168000,8,No disponible,2168
80686,61648,2025-01-19,436000,2,No disponible,436
80688,61648,2025-05-11,144000,2,No disponible,144
80689,63061,2025-02-07,2538000,,No disponible,2538
80690,63061,2025-02-11,,9,No disponible,162
80691,63061,2025-03-04,1386000,9,No disponible,1386
80692,63061,2025-02-16,168000,9,No disponible,756
,,2025-01-17,90000,9,No disponible,90
80694,63061,2025-01-08,4023000,9,No disponible,4023
80695,63061,2025-02-13,249000,9,No disponible,747
80696,63061,2025-01-12,801000,9,No disponible,801
80697,63061,2025-02-18,504000,9,No disponible,504
80698,66563,,872000,4,No disponible,872
80699,66563,2025-08-03,612000,4,No disponible,612
80700,66563,2025-07-03,80000,,No disponible,80
,66563,2025-04-17,-184000,4,No disponible,184
80702,66563,2025-06-09,288000,4,No disponible,288
80703,66563,2025-08-02,-316000,4,No disponible,316
,56257,2025-04-19,936000,6,No disponible,936
80707,56257,2025-09-10,3276000,6,,468
,56257,2025-02-27,348000,6,No disponible,348
80712,56257,2025-02-06,126000,6,No disponible,-126
80718,59771,2025-08-23,1232000,7,,1232
80719,59771,2025-10-10,156000,7,No disponible,546
80720,59771,2025-11-26,119000,7,No disponible,119
80721,59771,2025-04-13,1365000,7,No disponible,1365
80722,59771,2025-02-08,1260000,7,No disponible,1260
80723,62330,2025-02-19,,9,No disponible,1800
80727,61838,,50000,2,,50
80729,61838,2025-01-21,112000,2,No disponible,-112
,59531,2025-05-12,1188000,9,No disponible,1188
,57165,2025-07-11,36000,,No disponible,36
80750,57165,2025-02-03,-325000,3,No disponible,195
80756,59287,2025-05-28,1295000,7,No disponible,1295
80757,59287,2025-05-07,791000,7,No disponible,791
80758,59287,2025-07-11,1008000,7,No disponible,1008
,61212,2025-03-16,246000,2,No disponible,246
80772,62795,,235000,5,No disponible,-235
80773,57815,2025-05-01,-202000,2,No disponible,
80775,57815,2025-01-10,146000,,No disponible,146
80776,57815,2025-05-03,150000,2,,150
80780,58501,2025-01-19,-116000,2,No disponible,116
80787,58501,2025-09-04,-340000,2,No disponible,170
,61651,2025-10-04,2740000,10,No disponible,2740
80795,55866,2025-06-14,-1872000,6,No disponible,1872
80798,65193,2025-02-01,-2100000,7,No disponible,1050
80799,65193,2025-09-19,-203000,7,No disponible,203
80801,65193,2025-01-15,-685000,7,No disponible,959
80818,56967,2025-08-10,35000,1,,35
80825,64748,2025-10-27,650000,10,No disponible,650
80826,64748,2026-03-14,1250000,10,No disponible,1250
80827,64748,2025-06-04,770000,10,No disponible,770
80829,66500,,-76000,2,No disponible,38
80832,66500,,126000,,No disponible,-126
,65757,2025-09-29,1104000,6,No disponible,1104
80839,57927,2025-04-26,396000,2,No disponible,396
80840,57927,2025-05-11,128000,2,No disponible,128
80842,,2025-09-01,2910000,10,,2910
80843,65919,2025-07-30,33000,10,,110
80851,64029,2026-05-17,258000,6,No disponible,-258
80857,59374,2025-12-03,1295000,7,No disponible,1295
80858,59374,2025-10-03,672000,7,No disponible,672
80859,59374,2026-02-05,1407000,7,No disponible,1407
,58475,2025-05-07,670000,10,No disponible,670
,58475,2025-02-10,190000,10,No disponible,190
80872,63510,2025-04-01,50000,10,,50
80883,61756,2025-08-04,360000,4,No disponible,-360
80888,63119,2025-07-08,-243000,9,No disponible,243
80890,58387,2026-02-08,636000,6,No disponible,636
80891,58387,2026-04-25,288000,6,No disponible,-288
80892,58387,2026-02-06,936000,6,No disponible,156
80893,,2026-01-31,96000,6,,96
80894,58387,2025-06-26,342000,6,No disponible,342
80895,58387,2026-02-08,330000,6,No disponible,330
80896,58387,2025-09-24,174000,6,No disponible,174
80897,58387,2026-03-11,444000,6,No disponible,444
80898,58387,2026-02-13,654000,,No disponible,654
80905,60458,2025-05-29,336000,,No disponible,-336
,65328,2025-05-27,51000,3,No disponible,51
80914,65328,2025-07-05,222000,3,,222
80915,65328,2025-06-29,-168000,3,No disponible,168
80917,65328,2026-01-21,-300000,3,No disponible,300
80922,,2026-09-17,-886000,2,No disponible,886
,66592,2026-07-20,416000,2,No disponible,208
80924,66592,2026-06-10,-116000,2,No disponible,116
,66592,2025-08-16,160000,2,No disponible,160
80930,66592,2025-03-01,74000,2,,74
80931,66592,2025-04-30,134000,2,,134
80937,,2025-09-24,468000,3,,468
80938,65341,2025-01-06,777000,3,,777
80941,65341,2025-02-23,270000,3,,270
80945,65341,2025-03-29,2052000,3,No disponible,-342
,58402,2025-01-03,210000,5,No disponible,210
80963,58287,2025-04-23,1068000,6,No disponible,1068
80964,58287,2025-02-17,-840000,6,No disponible,168
80965,58287,2025-03-03,210000,6,No disponible,210
80966,58287,2025-04-29,216000,6,No disponible,216
80967,58287,2025-04-16,,6,No disponible,546
80968,58287,2025-08-27,564000,,No disponible,564
80969,58287,2025-04-23,864000,6,No disponible,864
80975,56391,2025-01-07,-852000,1,No disponible,142
80976,56391,2025-01-08,40000,1,No disponible,-40
,58896,2025-01-25,864000,9,No disponible,864
80999,56541,2025-02-03,-510000,5,,510
81002,56541,2025-01-22,390000,5,No disponible,-390
81003,65986,2025-01-21,-240000,3,No disponible,240
81006,61625,2025-03-25,-212000,5,,530
,61625,2025-03-27,200000,5,No disponible,200
81014,62533,2025-12-09,336000,4,No disponible,336
81015,62533,2025-10-22,600000,4,No disponible,-480
81016,62533,2026-02-03,96000,4,No disponible,96
81017,62533,2025-01-26,104000,4,No disponible,104
81018,62533,2025-06-27,92000,4,No disponible,
81019,62533,2025-11-19,392000,4,No disponible,392
81020,62533,2025-01-03,1468000,4,No disponible,1468
81021,62533,2025-06-28,3304000,4,No disponible,472
