id,empresa,nombre,descripcion,ubicacion,duracion,precio_persona,capacidad,restricciones,fecha_panorama
79452,EF Tours,Aventura,Aventúrate en la montaña,Granollers,,76000,36,{},2025-01-28 00:00:00
79453,Gray Line,Tour,Aventúrate en la montaña,Granollers,2,10000,26,{},2025-01-29 00:00:00
79454,CWT,Tour,Conoce la historia de la ciudad,Granollers,7,57000,15,{},2025-01-30 00:00:00
79457,Aeroméxico,,,,,,28,{},
79463,Secret Escapes,,Relájate en la playa,Roquetas de Mar,4,29000,44,{},
79468,Iberia,,,,,,10,{},
79470,Spirit Airlines,,,,,,78,{},
79472,Hays Travel,Excursión,Conoce la historia de la ciudad,Linares,1,32000,45,{},2026-07-26 00:00:00
79475,Intrepid Travel,Aventura,Conoce la historia de la ciudad,Linares,4,96000,20,{},2026-07-29 00:00:00
79481,,Visita,Relájate en la playa,,1,37000,25,{},2025-06-27 00:00:00
79484,Civitatis,Visita,Disfruta de un día en la naturaleza,Santa Coloma de Gramanet,6,21000,30,{},2025-06-29 00:00:00
79486,Intrepid Travel,Aventura,Aventúrate en la montaña,Santa Coloma de Gramanet,,42000,48,{},2025-07-01 00:00:00
79487,Klook,Tour,Descubre la gastronomía local,Santa Coloma de Gramanet,,,8,,2025-07-02 00:00:00
79488,Turkish Airlines,,,,,,31,{},
79493,ZS (Eslovenia),,,,,,62,{},
79503,Apple Leisure Group,,Descubre la gastronomía local,,4,100000,7,{},2025-02-07 00:00:00
79505,Kuoni,Visita,Conoce la historia de la ciudad,Oviedo,6,38000,37,{},
79507,Aeroméxico,,,,,,,{},
79509,Flight Centre Travel Group,Paseo,Aventúrate en la montaña,El Ejido,5,39000,40,{},2026-03-22 00:00:00
79511,,,,,,,29,{},
79512,,,,,,,28,{},
79518,Globus,Visita,Descubre la gastronomía local,Coslada,4,28000,22,{},
79528,GetYourGuide,Excursión,Disfruta de un día en la naturaleza,Lérida,6,81000,,{},2026-07-30 00:00:00
79529,National Geographic Expeditions,,Descubre la gastronomía local,Lérida,4,52000,15,{},2026-07-31 00:00:00
79543,,,Aventúrate en la montaña,Badajoz,3,88000,28,,2026-09-28 00:00:00
79645,Flight Centre Travel Group,Aventura,Conoce la historia de la ciudad,Rubí,1,5000,26,{},2026-03-19 00:00:00
79552,Intrepid Travel,Visita,Aventúrate en la montaña,Alcoy,,,36,{},2025-10-21 00:00:00
79556,Expedia Group,Visita,Conoce la historia de la ciudad,Alicante,1,59000,,{},2025-10-24 00:00:00
79560,Qatar Airways,,,,,,82,{},
79566,TUI Group,Paseo,Descubre la gastronomía local,Logroño,6,10000,12,{},2025-05-28 00:00:00
79572,TUI Group,Paseo,,Córdoba,7,76000,22,{},2025-06-03 00:00:00
79581,EF Tours,,Relájate en la playa,Jaén,5,18000,20,,2025-03-19 00:00:00
79583,Hays Travel,,,Jaén,,,45,{},2025-03-21 00:00:00
79587,Turkish Airlines,,,,,,45,{},
79589,GetYourGuide,Excursión,Aventúrate en la montaña,Tarrasa,6,48000,47,{},
79591,Civitatis,Excursión,Descubre la gastronomía local,Tarrasa,3,62000,37,{},2026-11-29 00:00:00
79592,Secret Escapes,Visita,Disfruta de un día en la naturaleza,Tarrasa,1,94000,20,,2026-11-30 00:00:00
79593,CWT,Excursión,Disfruta de un día en la naturaleza,Tarrasa,6,61000,18,{},2026-12-01 00:00:00
79600,Apple Leisure Group,Aventura,Relájate en la playa,Mollet del Vallés,3,9000,26,{},2026-05-22 00:00:00
79615,TUI Group,Visita,Conoce la historia de la ciudad,Sanlúcar de Barrameda,3,23000,33,{},2025-11-01 00:00:00
79616,EF Tours,Visita,Relájate en la playa,Sanlúcar de Barrameda,2,54000,34,{},
79617,EF Tours,Visita,Aventúrate en la montaña,Sanlúcar de Barrameda,1,99000,44,{},2025-11-03 00:00:00
79622,EF Tours,Visita,Conoce la historia de la ciudad,,7,24000,47,{},2025-11-08 00:00:00
79623,Secret Escapes,Tour,Disfruta de un día en la naturaleza,Paterna,6,25000,4,{},2025-11-09 00:00:00
79624,Booking Holdings,Excursión,Relájate en la playa,Paterna,1,9000,25,{},2025-11-10 00:00:00
79625,Travel Leaders Group,Tour,Descubre la gastronomía local,Paterna,5,14000,37,{},2025-11-11 00:00:00
79626,Kuoni,Visita,Descubre la gastronomía local,Paterna,7,76000,12,{},2025-11-12 00:00:00
79630,Abercrombie & Kent,Tour,Disfruta de un día en la naturaleza,Elda,1,87000,29,{},2025-04-13 00:00:00
79631,G Adventures,Paseo,Conoce la historia de la ciudad,Elda,3,,21,{},2025-04-14 00:00:00
79637,Frontier Airlines,,,,,,91,{},
79658,Hays Travel,Tour,Descubre la gastronomía local,Jerez de la Frontera,6,47000,,{},2025-12-28 00:00:00
79664,G Adventures,Visita,Aventúrate en la montaña,Jerez de la Frontera,7,71000,25,{},2026-09-17 00:00:00
79665,TUI Group,Visita,Conoce la historia de la ciudad,Jerez de la Frontera,,18000,3,,2026-09-18 00:00:00
79666,Travel Leaders Group,Aventura,Conoce la historia de la ciudad,Jerez de la Frontera,3,38000,33,{},
79667,American Express Global Business Travel,Visita,Descubre la gastronomía local,Jerez de la Frontera,2,34000,12,{},2026-09-20 00:00:00
79668,Trafalgar,Aventura,Relájate en la playa,Jerez de la Frontera,3,33000,38,{},2026-09-21 00:00:00
79669,American Express Global Business Travel,,Relájate en la playa,Jerez de la Frontera,2,54000,20,{},2026-09-22 00:00:00
79670,Air Canada,,,,,,11,{},
79673,Gray Line,Tour,Disfruta de un día en la naturaleza,Sanlúcar de Barrameda,3,,10,{},2026-06-03 00:00:00
79675,Abercrombie & Kent,Paseo,Descubre la gastronomía local,Sanlúcar de Barrameda,,-47000,46,{},
79678,Air France,,,,,,27,{},
79687,Gray Line,Paseo,Disfruta de un día en la naturaleza,Toledo,,86000,38,{},2025-08-25 00:00:00
79688,BCD Travel,,Relájate en la playa,Toledo,5,53000,44,,2025-08-26 00:00:00
79702,,,,,,,84,{},
79715,Apple Leisure Group,Aventura,Descubre la gastronomía local,Huelva,,11000,47,{},2025-03-11 00:00:00
79716,Expedia Group,Paseo,Aventúrate en la montaña,Huelva,7,32000,49,{},2025-03-12 00:00:00
79717,,Paseo,Conoce la historia de la ciudad,Huelva,4,57000,48,{},2025-03-13 00:00:00
79720,Exodus Travels,Visita,Disfruta de un día en la naturaleza,Tarrasa,3,75000,6,{},
79722,British Airways,,,,,,31,{},
79725,Flight Centre Travel Group,Aventura,Aventúrate en la montaña,Santa Lucía de Tirajana,3,54000,41,{},2025-09-08 00:00:00
79727,KLM,,,,,,16,{},
79731,Kuoni,Tour,Descubre la gastronomía local,Granollers,2,39000,15,,2025-05-27 00:00:00
79732,Kuoni,Tour,Descubre la gastronomía local,Granollers,,87000,45,{},2025-05-28 00:00:00
79733,Kuoni,Paseo,,Granollers,3,56000,38,{},2025-05-29 00:00:00
79746,GetYourGuide,Visita,Aventúrate en la montaña,Zamora,5,52000,49,{},2026-02-28 00:00:00
79748,Hays Travel,Aventura,Descubre la gastronomía local,Zamora,3,,,{},2026-03-02 00:00:00
79752,Trafalgar,Tour,,Gecho,6,27000,13,{},
79769,Luxury Escapes,Visita,Relájate en la playa,Badajoz,4,28000,17,{},2026-01-04 00:00:00
79788,,Excursión,Disfruta de un día en la naturaleza,Badajoz,6,44000,47,{},2025-10-31 00:00:00
79817,Contiki,Tour,Conoce la historia de la ciudad,Barcelona,4,21000,27,{},2025-02-02 00:00:00
79796,Globus,Visita,Descubre la gastronomía local,Badajoz,3,29000,31,{},2026-01-14 00:00:00
79806,Insight Vacations,Excursión,Descubre la gastronomía local,Cartagena,,87000,47,{},2025-03-26 00:00:00
79808,All Nippon Airways (ANA),,,,,,3,{},
79811,Kuoni,Excursión,Disfruta de un día en la naturaleza,Murcia,6,40000,40,{},2025-01-27 00:00:00
79812,Intrepid Travel,,Descubre la gastronomía local,Murcia,2,42000,28,{},2025-01-28 00:00:00
79813,Flight Centre Travel Group,Visita,Descubre la gastronomía local,Murcia,7,17000,23,{},2025-01-29 00:00:00
79814,Singapore Airlines,,,,,,3,{},
79818,EF Tours,Excursión,Relájate en la playa,Barcelona,3,10000,29,,2025-02-03 00:00:00
79826,Klook,Paseo,Conoce la historia de la ciudad,Estepona,5,74000,2,{},2025-11-18 00:00:00
79829,VR (Finlandia),,,,,,61,{},
79831,Flight Centre Travel Group,Paseo,Aventúrate en la montaña,Talavera de la Reina,5,,25,{},2025-04-13 00:00:00
79833,Trafalgar,Paseo,Relájate en la playa,Talavera de la Reina,7,,30,{},2025-04-15 00:00:00
79842,Insight Vacations,Tour,Aventúrate en la montaña,Mijas,1,29000,18,{},2026-07-05 00:00:00
79843,Flight Centre Travel Group,Aventura,Relájate en la playa,Mijas,4,25000,,{},2026-07-06 00:00:00
79844,American Express Global Business Travel,,Aventúrate en la montaña,Mijas,6,43000,10,{},2026-07-07 00:00:00
79847,Civitatis,Tour,Aventúrate en la montaña,Badajoz,3,15000,38,{},
79849,Exodus Travels,Aventura,,Badajoz,7,54000,49,{},
79850,,,,,,,66,{},
79858,CFR (Rumania),,,,,,,{},
79862,NS International,,,,,,40,{},
79868,CWT,Visita,Disfruta de un día en la naturaleza,Valencia,2,74000,12,,2026-10-01 00:00:00
79869,EF Tours,Excursión,Aventúrate en la montaña,Valencia,4,-54000,24,{},2026-10-02 00:00:00
79870,Secret Escapes,,Conoce la historia de la ciudad,Valencia,4,25000,27,{},2026-10-03 00:00:00
79878,BCD Travel,Aventura,Aventúrate en la montaña,Valencia,1,,17,{},2025-04-13 00:00:00
79880,American Express Global Business Travel,Excursión,Disfruta de un día en la naturaleza,Valencia,4,52000,45,{},2025-04-15 00:00:00
79881,Turkish Airlines,,,,,,54,{},
79883,Thomas Cook,Tour,Disfruta de un día en la naturaleza,Marbella,5,21000,35,{},2025-06-11 00:00:00
79884,TUI Group,Excursión,,Marbella,7,68000,1,{},
79885,Expedia Group,Excursión,Relájate en la playa,Marbella,3,44000,7,{},2025-06-13 00:00:00
79887,Singapore Airlines,,,,,,74,{},
79888,Wizz Air,,,,,,73,{},
79890,Air Canada,,,,,,81,{},
79891,Singapore Airlines,,,,,,48,{},
79893,Booking Holdings,Tour,Aventúrate en la montaña,Móstoles,3,67000,42,{},2025-04-14 00:00:00
79894,Gray Line,Paseo,Relájate en la playa,Móstoles,3,-29000,33,{},2025-04-15 00:00:00
79895,GetYourGuide,Visita,Aventúrate en la montaña,Móstoles,,95000,21,{},2025-04-16 00:00:00
79897,Thomas Cook,Aventura,Disfruta de un día en la naturaleza,Móstoles,6,20000,34,{},
79898,G Adventures,Excursión,Descubre la gastronomía local,Móstoles,1,55000,28,{},2025-04-19 00:00:00
79899,Air New Zealand,,,,,,79,{},
79904,CWT,Visita,,Murcia,7,53000,47,{},2025-11-16 00:00:00
79907,Gray Line,,Disfruta de un día en la naturaleza,Valencia,5,76000,21,{},2025-11-19 00:00:00
79912,,,,,,,88,,
79913,LATAM Airlines,,,,,,33,{},
79920,JetBlue,,,,,,70,{},
79970,GetYourGuide,,Relájate en la playa,Valladolid,2,65000,,{},2026-11-09 00:00:00
79923,TUI Group,Paseo,Conoce la historia de la ciudad,Viladecans,4,19000,49,{},2025-04-27 00:00:00
79924,Alaska Airlines,,,,,,95,{},
79929,Exodus Travels,Excursión,Disfruta de un día en la naturaleza,La Línea de la Concepción,4,95000,12,{},2026-01-01 00:00:00
79935,National Geographic Expeditions,,,Santander,2,,19,{},2026-01-07 00:00:00
79941,BCD Travel,Visita,Aventúrate en la montaña,Avilés,7,36000,,{},
79942,Trafalgar,Visita,Conoce la historia de la ciudad,Avilés,4,6000,23,{},2025-11-08 00:00:00
79954,Singapore Airlines,,,,,,6,{},
79975,Viator,Excursión,Relájate en la playa,,5,72000,3,{},2026-08-17 00:00:00
79981,Secret Escapes,Tour,Aventúrate en la montaña,Pamplona,7,67000,,{},
79987,G Adventures,Excursión,Relájate en la playa,Barcelona,4,27000,23,{},2025-05-26 00:00:00
79988,American Express Global Business Travel,Aventura,Aventúrate en la montaña,Barcelona,1,72000,17,{},2025-05-27 00:00:00
79989,Intrepid Travel,Excursión,Conoce la historia de la ciudad,Barcelona,1,,28,{},2025-05-28 00:00:00
79991,EF Tours,Paseo,,Barcelona,,46000,8,{},
79995,G Adventures,Paseo,,Benidorm,6,,12,{},2026-06-10 00:00:00
79996,Intrepid Travel,Paseo,Descubre la gastronomía local,Benidorm,2,69000,,{},2026-06-11 00:00:00
79997,Luxury Escapes,Tour,Conoce la historia de la ciudad,Benidorm,7,90000,3,{},2026-06-12 00:00:00
80008,Booking Holdings,Tour,Relájate en la playa,Gandía,5,,8,{},2025-08-19 00:00:00
80009,Luxury Escapes,Excursión,Descubre la gastronomía local,Gandía,7,83000,31,{},
80011,Singapore Airlines,,,,,,64,{},
80012,Iberia,,,,,,,{},
80013,,,,,,,67,,
80018,National Geographic Expeditions,,Conoce la historia de la ciudad,Estepona,3,43000,35,{},2025-10-07 00:00:00
80023,Hays Travel,Paseo,Aventúrate en la montaña,Murcia,4,,37,{},2025-06-19 00:00:00
80024,Tripadvisor,Tour,Conoce la historia de la ciudad,Murcia,7,24000,,,2025-06-20 00:00:00
80025,Abercrombie & Kent,Visita,Relájate en la playa,,5,49000,13,{},2025-06-21 00:00:00
80029,Secret Escapes,Excursión,,Santa Coloma de Gramanet,7,,45,{},2026-08-30 00:00:00
80030,Secret Escapes,Excursión,Relájate en la playa,Santa Coloma de Gramanet,3,67000,41,{},2026-08-31 00:00:00
80031,Kuoni,Aventura,Conoce la historia de la ciudad,Santa Coloma de Gramanet,2,62000,19,{},2026-09-01 00:00:00
80038,GetYourGuide,,,Barcelona,3,81000,46,{},2025-10-30 00:00:00
80043,CWT,Paseo,Relájate en la playa,Mijas,7,,46,{},2025-11-03 00:00:00
80047,Eurostar,,,,,,5,{},
80053,NS International,,,,,,40,{},
80055,GetYourGuide,Visita,Relájate en la playa,Tarragona,2,39000,18,{},2025-07-20 00:00:00
80062,Tripadvisor,Excursión,Aventúrate en la montaña,Granada,1,90000,,{},2025-02-08 00:00:00
80063,EF Tours,Excursión,Conoce la historia de la ciudad,Granada,6,82000,15,{},2025-02-09 00:00:00
80064,G Adventures,Excursión,Conoce la historia de la ciudad,Granada,6,11000,19,,2025-02-10 00:00:00
80088,Trafalgar,Visita,Relájate en la playa,Orihuela,5,35000,26,{},2025-08-19 00:00:00
80089,,Paseo,Relájate en la playa,Orihuela,1,20000,45,{},2025-08-20 00:00:00
80090,Booking Holdings,Visita,Relájate en la playa,Orihuela,6,77000,7,{},2025-08-21 00:00:00
80091,National Geographic Expeditions,Aventura,Relájate en la playa,Orihuela,4,24000,25,{},2025-08-22 00:00:00
80092,Secret Escapes,Tour,Descubre la gastronomía local,Orihuela,1,95000,16,{},
80095,Contiki,,Disfruta de un día en la naturaleza,San Cristróbal de la Laguna,4,77000,1,{},2025-08-26 00:00:00
80097,EF Tours,Aventura,Aventúrate en la montaña,San Cristróbal de la Laguna,,56000,10,{},2025-08-28 00:00:00
80099,United Airlines,,,,,,42,{},
80100,Qantas,,,,,,68,{},
80102,WestJet,,,,,,41,{},
80107,,Excursión,Conoce la historia de la ciudad,,6,92000,38,{},2026-09-20 00:00:00
80108,CWT,,Aventúrate en la montaña,Córdoba,3,,1,{},2026-09-21 00:00:00
80145,Insight Vacations,Paseo,,Chiclana de la Frontera,3,7000,31,{},2025-08-01 00:00:00
80123,Travel Leaders Group,Excursión,Disfruta de un día en la naturaleza,Zamora,4,24000,1,{},2026-06-18 00:00:00
80126,Luxury Escapes,Visita,Descubre la gastronomía local,Torremolinos,1,20000,32,{},2026-06-20 00:00:00
80127,Kuoni,Visita,Descubre la gastronomía local,,7,71000,41,{},2026-06-21 00:00:00
80128,EasyJet,,,,,,31,{},
80131,Qatar Airways,,,,,,18,{},
80134,Exodus Travels,Visita,Disfruta de un día en la naturaleza,Sanlúcar de Barrameda,1,6000,16,{},
80135,Intrepid Travel,Excursión,Relájate en la playa,Sanlúcar de Barrameda,7,40000,48,,
80136,Kuoni,Visita,Relájate en la playa,Sanlúcar de Barrameda,6,49000,16,{},2025-07-30 00:00:00
80141,Air New Zealand,,,,,,100,{},
80143,American Express Global Business Travel,Visita,Aventúrate en la montaña,Chiclana de la Frontera,1,96000,48,{},2025-07-30 00:00:00
80144,American Express Global Business Travel,Paseo,Descubre la gastronomía local,Chiclana de la Frontera,4,41000,28,{},
80147,Luxury Escapes,,Aventúrate en la montaña,Chiclana de la Frontera,5,89000,25,{},2025-08-03 00:00:00
80148,Abercrombie & Kent,Tour,Conoce la historia de la ciudad,Chiclana de la Frontera,4,91000,19,{},2025-08-04 00:00:00
80149,Ryanair,,,,,,3,,
80151,Hays Travel,Visita,Conoce la historia de la ciudad,Fuengirola,2,,39,{},2025-08-08 00:00:00
80158,Expedia Group,,Relájate en la playa,Alcoy,4,32000,49,{},2025-07-10 00:00:00
80159,,Paseo,Aventúrate en la montaña,Alcoy,4,-9000,26,{},2025-07-11 00:00:00
80163,Contiki,Visita,Relájate en la playa,Cornellá de Llobregat,4,10000,32,,2026-03-30 00:00:00
80171,Apple Leisure Group,Excursión,Relájate en la playa,Madrid,,19000,11,{},2026-06-30 00:00:00
80172,EF Tours,Paseo,Relájate en la playa,Madrid,6,29000,25,{},2026-07-01 00:00:00
80174,Civitatis,Aventura,Aventúrate en la montaña,Madrid,7,46000,37,{},
80175,Trafalgar,Visita,Descubre la gastronomía local,Madrid,2,20000,28,{},2026-07-04 00:00:00
80176,Trafalgar,Tour,Aventúrate en la montaña,Madrid,6,25000,22,{},2026-07-05 00:00:00
80181,JetBlue,,,,,,,{},
80182,Avianca,,,,,,31,{},
80185,Flight Centre Travel Group,,,Benalmádena,4,13000,18,,2025-06-10 00:00:00
80189,All Nippon Airways (ANA),,,,,,57,{},
80197,TUI Group,Visita,Disfruta de un día en la naturaleza,Torrelavega,2,50000,50,{},2026-03-11 00:00:00
80198,Globus,Excursión,Conoce la historia de la ciudad,Torrelavega,5,83000,2,{},2026-03-12 00:00:00
80199,Globus,Paseo,Descubre la gastronomía local,Torrelavega,1,79000,23,{},
80200,Qatar Airways,,,,,,11,{},
80204,TUI Group,Paseo,,Sagunto,,25000,22,{},2025-06-09 00:00:00
80207,Wizz Air,,,,,,9,{},
80209,Civitatis,Tour,Conoce la historia de la ciudad,Talavera de la Reina,7,14000,25,{},2026-01-15 00:00:00
80210,Apple Leisure Group,Aventura,Aventúrate en la montaña,Talavera de la Reina,3,44000,10,{},2026-01-16 00:00:00
80211,GetYourGuide,Aventura,Descubre la gastronomía local,Talavera de la Reina,,91000,43,{},2026-01-17 00:00:00
80212,Hays Travel,Aventura,Descubre la gastronomía local,Talavera de la Reina,2,62000,4,{},2026-01-18 00:00:00
80229,Flight Centre Travel Group,Excursión,Conoce la historia de la ciudad,Santiago de Compostela,7,,22,{},2026-09-09 00:00:00
80233,Hays Travel,,,Santiago de Compostela,2,93000,24,{},2026-09-13 00:00:00
80243,Abercrombie & Kent,Visita,Disfruta de un día en la naturaleza,Zaragoza,6,,50,{},2026-03-08 00:00:00
80244,Insight Vacations,Tour,Conoce la historia de la ciudad,Zaragoza,2,25000,6,,2026-03-09 00:00:00
80246,Abercrombie & Kent,Aventura,Descubre la gastronomía local,Zaragoza,7,51000,10,{},2026-03-11 00:00:00
80251,EF Tours,Aventura,Conoce la historia de la ciudad,Alcobendas,1,53000,31,{},2026-03-16 00:00:00
80256,Globus,Visita,Descubre la gastronomía local,Alicante,5,,27,,2026-03-19 00:00:00
80260,Insight Vacations,Aventura,Disfruta de un día en la naturaleza,Badalona,5,29000,21,{},2026-03-23 00:00:00
80270,National Geographic Expeditions,Visita,Conoce la historia de la ciudad,Santa Lucía de Tirajana,2,97000,14,{},
80282,TUI Group,Paseo,,Lugo,5,,37,{},2026-04-08 00:00:00
80289,BCD Travel,Visita,Disfruta de un día en la naturaleza,Zaragoza,5,68000,1,{},2025-03-27 00:00:00
80290,Tripadvisor,,Aventúrate en la montaña,Zaragoza,6,,13,{},2025-03-28 00:00:00
80291,Klook,Tour,Relájate en la playa,Zaragoza,7,49000,,,2025-03-29 00:00:00
80292,Contiki,Aventura,Aventúrate en la montaña,Zaragoza,3,92000,5,{},2025-03-30 00:00:00
80293,Booking Holdings,Aventura,Descubre la gastronomía local,Zaragoza,5,24000,38,,2025-03-31 00:00:00
80296,Travel Leaders Group,Paseo,Conoce la historia de la ciudad,Irún,2,36000,42,{},2025-04-03 00:00:00
80297,Frontier Airlines,,,,,,70,{},
80300,Hays Travel,Tour,Disfruta de un día en la naturaleza,Oviedo,7,66000,38,{},2026-07-15 00:00:00
80303,EF Tours,Excursión,Descubre la gastronomía local,Oviedo,2,-80000,39,{},2026-07-18 00:00:00
80305,Thalys,,,,,,48,,
80312,Etihad Airways,,,,,,4,{},
80323,Luxury Escapes,Excursión,Aventúrate en la montaña,Ponferrada,6,75000,38,{},
80325,Copa Airlines,,,,,,32,{},
80329,ZSSK (Eslovaquia),,,,,,70,{},
80332,American Express Global Business Travel,Visita,Aventúrate en la montaña,Pozuelo de Alarcón,1,,5,{},2025-06-16 00:00:00
80334,Flight Centre Travel Group,,Descubre la gastronomía local,Pozuelo de Alarcón,3,19000,21,{},2025-06-18 00:00:00
80336,,Tour,Disfruta de un día en la naturaleza,Pozuelo de Alarcón,2,99000,13,{},
80341,TUI Group,,Aventúrate en la montaña,Santa Coloma de Gramanet,1,54000,43,{},2025-05-11 00:00:00
80342,G Adventures,Aventura,,Santa Coloma de Gramanet,5,,42,{},2025-05-12 00:00:00
80343,Tripadvisor,Aventura,Relájate en la playa,Santa Coloma de Gramanet,1,36000,,{},2025-05-13 00:00:00
80344,ZFBH (Bosnia y Herzegovina),,,,,,21,{},
80346,Flight Centre Travel Group,Tour,Descubre la gastronomía local,Santa Lucía de Tirajana,5,25000,1,{},2026-04-30 00:00:00
80347,EF Tours,Paseo,Relájate en la playa,Santa Lucía de Tirajana,2,26000,14,{},2026-05-01 00:00:00
80348,Expedia Group,Aventura,Disfruta de un día en la naturaleza,Santa Lucía de Tirajana,2,41000,48,{},2026-05-02 00:00:00
80352,Secret Escapes,Tour,Disfruta de un día en la naturaleza,Hospitalet de LLobregat,7,74000,2,{},2026-05-07 00:00:00
80356,Viator,Aventura,Descubre la gastronomía local,Guadalajara,6,70000,7,{},2026-05-12 00:00:00
80357,Apple Leisure Group,Tour,Aventúrate en la montaña,Guadalajara,2,34000,39,{},2026-05-13 00:00:00
